ID WHO city,Region,iso3,Country,City/Town,"Annual mean, ug/m3",Year,Number and type of monitoring stations (PM10),note on converted PM10,"Annual mean, ug/m3",Year,Number and type of monitoring stations (PM2.5),note on converted PM2.5,Temporal coverage,for air quality,
406,Wpr LMI,CHN,China,Chiayi,46.2688342257,2014,-,converted from PM2.5,30.6666666667,2014,"3 stations, NA",measured data,PM10: NA, PM2.5:>75%,http://www.epa.gov.tw/
407,Wpr LMI,CHN,China,Chifeng,60.3506533379,2014,-,converted from PM2.5,40,2014,"4 stations, NA",measured data,PM10: NA, PM2.5:<75 % but annually representative,China National Environmental Monitoring Center
408,Wpr LMI,CHN,China,Chongqing,106,2013,NA,measured data,61.3529411765,2014,"17 stations, NA",measured data,PM10: NA, PM2.5:>75%,"Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center"
409,Wpr LMI,CHN,China,Dalian,84.490914673,2014,-,converted from PM2.5,56,2014,"10 stations, NA",measured data,PM10: NA, PM2.5:<75 % but annually representative,China National Environmental Monitoring Center
410,Wpr LMI,CHN,China,Dandong,73.5523587555,2014,-,converted from PM2.5,48.75,2014,"4 stations, NA",measured data,PM10: NA, PM2.5:>75%,China National Environmental Monitoring Center
411,Wpr LMI,CHN,China,Daqing,54.0138347374,2014,-,converted from PM2.5,35.8,2014,"5 stations, NA",measured data,PM10: NA, PM2.5:<75 % but annually representative,China National Environmental Monitoring Center
412,Wpr LMI,CHN,China,Datong,63.3681860048,2014,-,converted from PM2.5,42,2014,"6 stations, NA",measured data,PM10: NA, PM2.5:>75%,China National Environmental Monitoring Center
413,Wpr LMI,CHN,China,Deyang,67.8944850051,2014,-,converted from PM2.5,45,2014,"4 stations, NA",measured data,PM10: NA, PM2.5:<75 % but annually representative,China National Environmental Monitoring Center
414,Wpr LMI,CHN,China,Dezhou,89.5201357845,2014,-,converted from PM2.5,59.3333333333,2014,"3 stations, NA",measured data,PM10: NA, PM2.5:<75 % but annually representative,China National Environmental Monitoring Center
415,Wpr LMI,CHN,China,Dongguan,65,2013,NA,measured data,43.4,2014,"5 stations, NA",measured data,PM10: NA, PM2.5:>75%,"Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center"
416,Wpr LMI,CHN,China,Dongying,81.0961904228,2014,-,converted from PM2.5,53.75,2014,"4 stations, NA",measured data,PM10: NA, PM2.5:>75%,China National Environmental Monitoring Center
417,Wpr LMI,CHN,China,Eerduosi,41.9437040698,2014,-,converted from PM2.5,27.8,2014,"5 stations, NA",measured data,PM10: NA, PM2.5:>75%,China National Environmental Monitoring Center
418,Wpr LMI,CHN,China,Foshan,83,2013,NA,measured data,44.125,2014,"8 stations, NA",measured data,PM10: NA, PM2.5:>75%,"Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center"
419,Wpr LMI,CHN,China,Fushun,79.9646156727,2014,-,converted from PM2.5,53,2014,"6 stations, NA",measured data,PM10: NA, PM2.5:<75 % but annually representative,China National Environmental Monitoring Center
420,Wpr LMI,CHN,China,Fuyang,89.7715968401,2014,-,converted from PM2.5,59.5,2014,"2 stations, NA",measured data,PM10: NA, PM2.5:<75 % but annually representative,China National Environmental Monitoring Center
421,Wpr LMI,CHN,China,Fuzhou,64,2013,NA,measured data,31.3333333333,2014,"6 stations, NA",measured data,PM10: NA, PM2.5:>75%,"Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center"
422,Wpr LMI,CHN,China,Guangzhou,72,2013,NA,measured data,47.7272727273,2014,"11 stations, NA",measured data,PM10: NA, PM2.5:>75%,"Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center"
423,Wpr LMI,CHN,China,Guilin,83.3593399229,2014,-,converted from PM2.5,55.25,2014,"4 stations, NA",measured data,PM10: NA, PM2.5:<75 % but annually representative,China National Environmental Monitoring Center
424,Wpr LMI,CHN,China,Guiyang,85,2013,NA,measured data,48.6,2014,"10 stations, NA",measured data,PM10: NA, PM2.5:>75%,"Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center"
425,Wpr LMI,CHN,China,Haikou,47,2013,NA,measured data,22,2014,"5 stations, NA",measured data,PM10: NA, PM2.5:>75%,"Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center"
426,Wpr LMI,CHN,China,Haimen,76.9470830058,2014,-,converted from PM2.5,51,2014,"2 stations, NA",measured data,PM10: NA, PM2.5:<75 % but annually representative,China National Environmental Monitoring Center
427,Wpr LMI,CHN,China,Handan,168.6046377627,2014,-,converted from PM2.5,111.75,2014,"4 stations, NA",measured data,PM10: NA, PM2.5:>75%,China National Environmental Monitoring Center
428,Wpr LMI,CHN,China,Hangzhou,106,2013,NA,measured data,60.6363636364,2014,"11 stations, NA",measured data,PM10: NA, PM2.5:>75%,"Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center"
429,Wpr LMI,CHN,China,Harbin,119,2013,NA,measured data,71,2014,"12 stations, NA",measured data,PM10: NA, PM2.5:>75%,"Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center"
430,Wpr LMI,CHN,China,Hefei,115,2013,NA,measured data,78.6,2014,"10 stations, NA",measured data,PM10: NA, PM2.5:>75%,"Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center"
431,Wpr LMI,CHN,China,Hengshui,160.9350755677,2014,-,converted from PM2.5,106.6666666667,2014,"3 stations, NA",measured data,PM10: NA, PM2.5:>75%,China National Environmental Monitoring Center
432,Wpr LMI,CHN,China,Heyuan,60.3506533379,2014,-,converted from PM2.5,40,2014,"3 stations, NA",measured data,PM10: NA, PM2.5:>75%,China National Environmental Monitoring Center
433,Wpr LMI,CHN,China,Heze,90.5259800068,2014,-,converted from PM2.5,60,2014,"3 stations, NA",measured data,PM10: NA, PM2.5:>75%,China National Environmental Monitoring Center
434,Wpr LMI,CHN,China,Hohhot,146,2013,NA,measured data,42.875,2014,"8 stations, NA",measured data,PM10: NA, PM2.5:>75%,"Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center"
435,Wpr LMI,CHN,China,Hong Kong,49.3846153846,2013,"13 stations, roadside air quality monitoring station for measuring street level air quality",measured data,29.4666666667,2014,"15 stations, roadside air quality monitoring station for measuring street level air quality",measured data,PM10: >75%, PM2.5:>75%,China National Environmental Monitoring Center
436,Wpr LMI,CHN,China,Hsinchu,32.6899372247,2014,-,converted from PM2.5,21.6666666667,2014,"3 stations, NA",measured data,PM10: NA, PM2.5:>75%,http://www.epa.gov.tw/
437,Wpr LMI,CHN,China,Huai'an,98.0698116741,2014,-,converted from PM2.5,65,2014,"5 stations, NA",measured data,PM10: NA, PM2.5:<75 % but annually representative,China National Environmental Monitoring Center
438,Wpr LMI,CHN,China,Hualien,18.1051960014,2014,-,converted from PM2.5,12,2014,"1 station, NA",measured data,PM10: NA, PM2.5:>75%,http://www.epa.gov.tw/
439,Wpr LMI,CHN,China,Huizhou,59,2013,NA,measured data,34.6,2014,"5 stations, NA",measured data,PM10: NA, PM2.5:>75%,"Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center"
440,Wpr LMI,CHN,China,Huludao,83.7365315063,2014,-,converted from PM2.5,55.5,2014,"4 stations, NA",measured data,PM10: NA, PM2.5:>75%,China National Environmental Monitoring Center
441,Wpr LMI,CHN,China,Huzhou,111,2013,NA,measured data,62.6666666667,2014,"3 stations, NA",measured data,PM10: NA, PM2.5:>75%,"Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center"
442,Wpr LMI,CHN,China,Jiangmen,77,2013,NA,measured data,42.75,2014,"4 stations, NA",measured data,PM10: NA, PM2.5:>75%,"Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center"
443,Wpr LMI,CHN,China,Jiangyin,102.0931885632,2014,-,converted from PM2.5,67.6666666667,2014,"3 stations, NA",measured data,PM10: NA, PM2.5:<75 % but annually representative,China National Environmental Monitoring Center
444,Wpr LMI,CHN,China,Jiaonan,79.210232506,2014,-,converted from PM2.5,52.5,2014,"2 stations, NA",measured data,PM10: NA, PM2.5:<75%,China National Environmental Monitoring Center
445,Wpr LMI,CHN,China,Jiaozhou,79.210232506,2014,-,converted from PM2.5,52.5,2014,"2 stations, NA",measured data,PM10: NA, PM2.5:<75 % but annually representative,China National Environmental Monitoring Center
446,Wpr LMI,CHN,China,Jiaozuo,102.9733022578,2014,-,converted from PM2.5,68.25,2014,"4 stations, NA",measured data,PM10: NA, PM2.5:<75 % but annually representative,China National Environmental Monitoring Center
447,Wpr LMI,CHN,China,Jiaxing,94,2013,NA,measured data,56.3333333333,2014,"3 stations, NA",measured data,PM10: NA, PM2.5:>75%,"Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center"
448,Wpr LMI,CHN,China,Jiayuguan,46.7717563369,2014,-,converted from PM2.5,31,2014,"2 stations, NA",measured data,PM10: NA, PM2.5:<75 % but annually representative,China National Environmental Monitoring Center
449,Wpr LMI,CHN,China,Jieyang,59.5962701712,2014,-,converted from PM2.5,39.5,2014,"4 stations, NA",measured data,PM10: NA, PM2.5:<75 % but annually representative,China National Environmental Monitoring Center
450,Wpr LMI,CHN,China,Jilin,76.0849308153,2014,-,converted from PM2.5,50.4285714286,2014,"7 stations, NA",measured data,PM10: NA, PM2.5:<75 % but annually representative,China National Environmental Monitoring Center
451,Wpr LMI,CHN,China,Jimo,76.9470830058,2014,-,converted from PM2.5,51,2014,"2 stations, NA",measured data,PM10: NA, PM2.5:<75 % but annually representative,China National Environmental Monitoring Center
452,Wpr LMI,CHN,China,Jinan,199,2013,NA,measured data,51.75,2014,"8 stations, NA",measured data,PM10: NA, PM2.5:>75%,"Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center"
453,Wpr LMI,CHN,China,Jinchang,48.2805226703,2014,-,converted from PM2.5,32,2014,"3 stations, NA",measured data,PM10: NA, PM2.5:<75 % but annually representative,China National Environmental Monitoring Center
454,Wpr LMI,CHN,China,Jingzhou,112.1516307862,2014,-,converted from PM2.5,74.3333333333,2014,"3 stations, NA",measured data,PM10: NA, PM2.5:<75 % but annually representative,China National Environmental Monitoring Center
455,Wpr LMI,CHN,China,Jinhua,99,2013,NA,measured data,63,2014,"3 stations, NA",measured data,PM10: NA, PM2.5:>75%,"Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center"
456,Wpr LMI,CHN,China,Jining,81.4733820061,2014,-,converted from PM2.5,54,2014,"3 stations, NA",measured data,PM10: NA, PM2.5:>75%,China National Environmental Monitoring Center
457,Wpr LMI,CHN,China,Jintan,72.4207840055,2014,-,converted from PM2.5,48,2014,"2 stations, NA",measured data,PM10: NA, PM2.5:<75 % but annually representative,China National Environmental Monitoring Center
458,Wpr LMI,CHN,China,Jinzhou,83.585654873,2014,-,converted from PM2.5,55.4,2014,"5 stations, NA",measured data,PM10: NA, PM2.5:<75 % but annually representative,China National Environmental Monitoring Center
459,Wpr LMI,CHN,China,Jiujiang,60.3506533379,2014,-,converted from PM2.5,40,2014,"8 stations, NA",measured data,PM10: NA, PM2.5:<75 % but annually representative,China National Environmental Monitoring Center
460,Wpr LMI,CHN,China,Jurong,97.3154285073,2014,-,converted from PM2.5,64.5,2014,"2 stations, NA",measured data,PM10: NA, PM2.5:<75%,China National Environmental Monitoring Center
461,Wpr LMI,CHN,China,Kaifeng,105.9908349247,2014,-,converted from PM2.5,70.25,2014,"4 stations, NA",measured data,PM10: NA, PM2.5:<75 % but annually representative,China National Environmental Monitoring Center
462,Wpr LMI,CHN,China,Kaohsiung,45.514451059,2014,-,converted from PM2.5,30.1666666667,2014,"12 stations, NA",measured data,PM10: NA, PM2.5:>75%,http://www.epa.gov.tw/
463,Wpr LMI,CHN,China,Karamay,50.3927955371,2014,-,converted from PM2.5,33.4,2014,"5 stations, NA",measured data,PM10: NA, PM2.5:<75 % but annually representative,China National Environmental Monitoring Center
464,Wpr LMI,CHN,China,Keelung,30.1753266689,2014,-,converted from PM2.5,20,2014,"1 station, NA",measured data,PM10: NA, PM2.5:>75%,http://www.epa.gov.tw/
465,Wpr LMI,CHN,China,Kinmen,48.2805226703,2014,-,converted from PM2.5,32,2014,"1 station, NA",measured data,PM10: NA, PM2.5:>75%,http://www.epa.gov.tw/
466,Wpr LMI,CHN,China,Korla,87.0055252288,2014,-,converted from PM2.5,57.6666666667,2014,"3 stations, NA",measured data,PM10: NA, PM2.5:<75 % but annually representative,China National Environmental Monitoring Center
467,Wpr LMI,CHN,China,Kunming,82,2013,NA,measured data,33.5714285714,2014,"7 stations, NA",measured data,PM10: NA, PM2.5:>75%,"Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center"
468,Wpr LMI,CHN,China,Kunshan,68.6488681718,2014,-,converted from PM2.5,45.5,2014,"2 stations, NA",measured data,PM10: NA, PM2.5:<75 % but annually representative,China National Environmental Monitoring Center
469,Wpr LMI,CHN,China,Laiwu,103.0990327855,2014,-,converted from PM2.5,68.3333333333,2014,"3 stations, NA",measured data,PM10: NA, PM2.5:>75%,China National Environmental Monitoring Center
470,Wpr LMI,CHN,China,Laixi,83.7365315063,2014,-,converted from PM2.5,55.5,2014,"2 stations, NA",measured data,PM10: NA, PM2.5:<75 % but annually representative,China National Environmental Monitoring Center
471,Wpr LMI,CHN,China,Laizhou,84.490914673,2014,-,converted from PM2.5,56,2014,"2 stations, NA",measured data,PM10: NA, PM2.5:<75 % but annually representative,China National Environmental Monitoring Center
472,Wpr LMI,CHN,China,Langfang,144.0871848442,2014,-,converted from PM2.5,95.5,2014,"4 stations, NA",measured data,PM10: NA, PM2.5:>75%,China National Environmental Monitoring Center
473,Wpr LMI,CHN,China,Lanzhou,153,2013,NA,measured data,58.4,2014,"5 stations, NA",measured data,PM10: NA, PM2.5:>75%,"Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center"
474,Wpr LMI,CHN,China,Lhasa,64,2013,NA,measured data,24,2014,"6 stations, NA",measured data,PM10: NA, PM2.5:>75%,"Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center"
475,Wpr LMI,CHN,China,Lianyungang,91.6575547569,2014,-,converted from PM2.5,60.75,2014,"4 stations, NA",measured data,PM10: NA, PM2.5:>75%,China National Environmental Monitoring Center
476,Wpr LMI,CHN,China,Liaocheng,95.5552011183,2014,-,converted from PM2.5,63.3333333333,2014,"3 stations, NA",measured data,PM10: NA, PM2.5:>75%,China National Environmental Monitoring Center
477,Wpr LMI,CHN,China,Lienchiang,39.2279246696,2014,-,converted from PM2.5,26,2014,"1 station, NA",measured data,PM10: NA, PM2.5:>75%,http://www.epa.gov.tw/
478,Wpr LMI,CHN,China,Lin'an,86.7540641732,2014,-,converted from PM2.5,57.5,2014,"2 stations, NA",measured data,PM10: NA, PM2.5:<75 % but annually representative,China National Environmental Monitoring Center
479,Wpr LMI,CHN,China,Linfen,93.5435126737,2014,-,converted from PM2.5,62,2014,"6 stations, NA",measured data,PM10: NA, PM2.5:>75%,China National Environmental Monitoring Center
480,Wpr LMI,CHN,China,Linyi,83.7365315063,2014,-,converted from PM2.5,55.5,2014,"4 stations, NA",measured data,PM10: NA, PM2.5:>75%,China National Environmental Monitoring Center
481,Wpr LMI,CHN,China,Lishui,69,2013,NA,measured data,43.3333333333,2014,"3 stations, NA",measured data,PM10: NA, PM2.5:>75%,"Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center"
482,Wpr LMI,CHN,China,Liuzhou,98.3212727296,2014,-,converted from PM2.5,65.1666666667,2014,"6 stations, NA",measured data,PM10: NA, PM2.5:>75%,China National Environmental Monitoring Center
483,Wpr LMI,CHN,China,Liyang,78.4558493392,2014,-,converted from PM2.5,52,2014,"2 stations, NA",measured data,PM10: NA, PM2.5:<75 % but annually representative,China National Environmental Monitoring Center
484,Wpr LMI,CHN,China,Luoyang,84.7064527207,2014,-,converted from PM2.5,56.1428571429,2014,"7 stations, NA",measured data,PM10: NA, PM2.5:<75 % but annually representative,China National Environmental Monitoring Center
485,Wpr LMI,CHN,China,Luzhou,75.061125089,2014,-,converted from PM2.5,49.75,2014,"4 stations, NA",measured data,PM10: NA, PM2.5:<75 % but annually representative,China National Environmental Monitoring Center
486,Wpr LMI,CHN,China,Maanshan,86.6031875399,2014,-,converted from PM2.5,57.4,2014,"5 stations, NA",measured data,PM10: NA, PM2.5:<75 % but annually representative,China National Environmental Monitoring Center
487,Wpr LMI,CHN,China,Maoming,48.6577142537,2014,-,converted from PM2.5,32.25,2014,"4 stations, NA",measured data,PM10: NA, PM2.5:<75 % but annually representative,China National Environmental Monitoring Center
488,Wpr LMI,CHN,China,Meizhou,51.2980553372,2014,-,converted from PM2.5,34,2014,"3 stations, NA",measured data,PM10: NA, PM2.5:<75 % but annually representative,China National Environmental Monitoring Center
489,Wpr LMI,CHN,China,Mianyang,66.0085270883,2014,-,converted from PM2.5,43.75,2014,"4 stations, NA",measured data,PM10: NA, PM2.5:<75 % but annually representative,China National Environmental Monitoring Center
490,Wpr LMI,CHN,China,Miaoli,37.216236225,2014,-,converted from PM2.5,24.6666666667,2014,"3 stations, NA",measured data,PM10: NA, PM2.5:>75%,http://www.epa.gov.tw/
491,Wpr LMI,CHN,China,Mudanjiang,75.1365634057,2014,-,converted from PM2.5,49.8,2014,"5 stations, NA",measured data,PM10: NA, PM2.5:<75 % but annually representative,China National Environmental Monitoring Center
492,Wpr LMI,CHN,China,Nanchang,116,2013,NA,measured data,48.5555555556,2014,"9 stations, NA",measured data,PM10: NA, PM2.5:>75%,"Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center"
493,Wpr LMI,CHN,China,Nanchong,86.2511420621,2014,-,converted from PM2.5,57.1666666667,2014,"6 stations, NA",measured data,PM10: NA, PM2.5:<75 % but annually representative,China National Environmental Monitoring Center
494,Wpr LMI,CHN,China,Nanjing,137,2013,NA,measured data,72.3333333333,2014,"9 stations, NA",measured data,PM10: NA, PM2.5:>75%,"Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center"
495,Wpr LMI,CHN,China,Nanning,90,2013,NA,measured data,47.25,2014,"8 stations, NA",measured data,PM10: NA, PM2.5:>75%,"Clean Air Asia, primary source: National Bureau of Statistics, China; China National Environmental Monitoring Center"
496,Wpr LMI,CHN,China,Nantong,90.2242267401,2014,-,converted from PM2.5,59.8,2014,"5 stations, NA",measured data,PM10: NA, PM2.5:>75%,China National Environmental Monitoring Center
